"","name","Sex","Nation","sleeptime","steps","height","weight","IMC","Age"
"66","L_3936","V","IT",4.35818882900573,10277.7063314451,188.1335016745,82.531975418733,23.3179282817362,26.9478935963563
"67","S_8627","M","PT",8.45564541630396,12712.1487868402,161.129600878259,64.8191898168246,24.9662281973386,26.7909444953989
"68","E_8937","M","FR",16.1867723649442,12192.3474222658,165.694610642409,68.310399118146,24.8811275212615,30.2548724630442
"69","N_201","M","SP",12.0883596515844,10200.2082215104,172.086413981153,71.5680484764072,24.1671816103713,33.8742398885176
"70","W_5942","M","FR",5.1334889189831,12272.2393434544,150.685423104564,60.1379528561196,26.4853768372431,34.436974993921
"71","H_7292","V","BE",3.38272161228219,10179.9644692922,169.783636781937,73.1565977888676,25.3782596300606,33.4317909591715
"72","Q_1776","V","SP",5.29168912327975,8824.96762569282,171.348880789224,73.8051875511033,25.1376308380552,32.9819420125552
"73","M_4799","M","IT",12.8740167992802,12229.9183208045,162.251064227676,66.8854226804514,25.4071743462856,38.5488958513863
"74","D_7486","M","IT",12.8450396726193,12227.7186073022,163.766075674808,66.9671259794654,24.9697259839102,30.7256153698822
"75","I_2738","M","PT",7.80134991754391,12275.7517220112,164.48372607065,67.5051230327615,24.9511669452524,34.7457610138012
"76","J_9041","M","GE",8.11742630899106,12049.2874754987,154.146011801329,61.8982709994297,26.0503721871372,37.1891917067557
"77","R_7133","M","SP",11.0831226046903,10253.9337310014,157.580770155833,63.9531117394355,25.7546257398244,35.6065927213897
"78","A_9250","V","SP",5.14890358984505,8306.42171219375,168.409007533391,72.3551317588432,25.5116592608235,36.3758189274668
"79","C_393","V","FR",15.0992582747646,9837.44363591273,166.383947115389,70.5382845754064,25.4801539805953,29.2422479427109
"80","T_2952","M","SP",5.49000074374207,10068.8862572718,152.149144653257,60.6282808714694,26.1900437250265,29.5793211124922
"81","U_7671","M","SP",6.48017876664692,10345.8499200594,154.034019255807,62.1717621387511,26.2035348388197,35.5924958559812
"82","K_8952","V","IT",7.03809252692315,10148.4598567853,172.511532138545,74.3194364672263,24.9727369922101,29.0930809010815
"83","F_2934","M","FR",18.4730526057228,12390.5399357886,173.948303814079,72.2841959803203,23.8892743598749,28.2558920102344
"84","O_7715","V","SP",7.36593038201164,8073.8006874798,188.600468460446,82.8053244682377,23.2794507253301,30.2742389149961
"85","V_9616","V","PT",11.9597330003232,10429.7274759986,164.715844601654,71.1481346838168,26.2236272750763,36.0978165297213
"86","G_1217","V","IT",3.77958180074732,10444.0379073624,176.088651979206,76.0243961672852,24.5182936289025,28.8470774727281
"87","P_7378","M","SP",15.0494415754265,10509.0317890907,164.130722452322,67.2751864532872,24.9732547749085,31.5178345513459
"88","B_1042","V","FR",11.2154232645787,10487.7453083497,185.874714488189,81.4063959102773,23.5623118082842,32.0137174366546
"89","L_9202","M","BE",10.4082103423758,12314.1145647467,171.093641165163,71.2896839835713,24.3533635320262,36.3114926789096
"90","S_3534","V","FR",3.43452455646167,10254.8104457215,172.42175199141,73.4851185090797,24.7181117610701,31.0771063834643
"91","E_2576","V","PO",4.52438396865645,10531.7727169497,165.882170756632,71.0268748260248,25.8120968674749,37.5777086850907
"92","N_5775","M","IR",10.7475285237056,12216.4585935997,163.752067262892,67.1240040793441,25.032502738675,33.9653553039688
"93","W_9948","V","IT",6.13050301095698,10149.3002067061,168.052605677356,71.5276094216896,25.3269684348527,30.2861567233231
"94","H_7592","V","SP",4.38193325401485,8497.25176707177,168.010843730755,72.2278659607302,25.5876356368181,37.3874043973569
"95","Q_8136","M","PT",12.8182675717793,12433.9697600485,170.182009168219,70.3060987339629,24.2753615266176,31.4568845213765
"96","M_5713","V","GB",8.09755111348789,10006.5702807975,169.308738015561,72.607547203436,25.3292902511337,29.1809411585154
"97","D_2602","M","IT",9.08918940041507,12406.5796052916,154.755067419621,62.2901479573337,26.0093563470427,34.2952712521776
"98","I_3793","V","GB",13.9266075343019,10537.9370923602,179.406811100936,77.1499467423966,23.9694338883166,29.3543398171027
"99","J_863","M","PT",11.8427996313071,12605.2976988,157.971665119118,63.5747105779438,25.4756926034256,29.6662417449304
"100","R_2003","V","IT",9.71509985128123,10082.1084369682,192.879382496546,84.9309969427461,22.8294058069321,26.0669044851544
"101","A_2081","M","IT",7.53338667575771,11964.7170857154,157.809631796807,63.3981687381165,25.457145241478,33.2465937707913
"102","C_1644","V","GB",7.44800745359885,10137.6956720275,162.728569929878,68.8295565629363,25.9924583007134,31.0331954256889
"103","T_8275","M","FR",7.00408048975188,12107.8507928635,155.38522380096,63.2635468334356,26.2019794353797,39.6488672120977
"104","U_2781","M","GB",5.44253879651224,12443.8048094355,157.825127392371,64.2750896710017,25.8041996905876,32.1775125464758
"105","K_6353","M","BE",5.72371747023852,12590.6803034075,177.324412160388,74.9681715176551,23.8418450345088,38.4649651351104
"106","F_5526","M","PT",9.70900313574999,12529.9843933071,156.808503873823,62.9154666671951,25.5869311132666,26.0124639401013
"107","O_4401","M","PT",16.2983657490446,12245.5453447105,151.586996461462,60.6048698369104,26.3744630619809,36.7851592871633
"108","V_2469","M","FR",13.040821869128,12486.0851195682,157.382055854817,63.9016221637305,25.7989157788731,35.8895504225195
"109","G_9842","M","PT",5.58424737710737,12275.153544978,161.382145234919,65.6995912019949,25.2261921167865,32.2917030920557
"110","P_627","M","IR",21.2629226656958,12342.8821667453,162.251403023421,66.2456192799529,25.1640327935199,33.2896344763025
"111","B_6070","M","SP",4.49026514462698,10669.684873244,161.869939863696,66.6627315580977,25.4419675584066,36.5721678065925
"112","L_8812","V","SP",17.206509380781,8418.9793422035,167.692215965505,72.135984004867,25.6522907028821,36.1316885317878
"113","S_3866","V","IT",5.77047811424511,10255.1049021001,181.70488239039,79.2613916821989,24.0064807877628,28.3280907610397
"114","E_1032","V","SP",12.7041652434603,8205.95768576729,177.456864928191,76.1749310416645,24.1894759819723,30.3600940408057
"115","N_5620","M","IT",6.95839126816035,12472.3581765676,166.915046148594,68.8226457107883,24.7024705514893,35.2869036007191
"116","W_9115","M","SP",3.79081005611212,10275.1622701315,155.269854118871,63.0264379234658,26.1425816302496,37.4988560509365
"117","H_426","V","SP",16.9267906653795,8008.35879766038,163.676136192524,69.4131118254895,25.9102012216529,31.9087720397334
"118","Q_6137","V","SP",4.28063675612531,8270.50328672285,175.720359821457,75.9587258343385,24.5999091540539,33.8654489398058
"119","M_2056","M","GB",6.50831178363302,12115.2040779048,160.739424041982,65.0660676229929,25.1831321534232,34.0984557994218
"120","D_8795","V","FR",15.4576223505945,10507.0878832088,174.083093812414,75.0927796861622,24.7790691697478,28.1994577401409
"121","I_5103","V","PT",6.63429127433136,10362.7728065721,165.035459798006,70.5931134479096,25.9183769312724,34.8343554771117
"122","J_5464","V","PT",12.0282336999702,10197.4728718644,168.665589879418,72.2045618989178,25.3811711825155,34.8326421950165
"123","R_6345","M","GB",6.5565635943877,12634.8233349404,176.152438516741,73.7206109850577,23.7580945709737,30.7728199793158
"124","A_1035","M","FR",12.7771676116903,12333.0538113222,155.127667562627,62.3348319072139,25.9031313252119,30.822866985868
"125","C_6457","M","SP",14.0545078450266,10325.6130621064,178.969029327008,74.941603508985,23.3973793300023,31.4508651923208
"126","T_4972","V","IT",7.33273776947152,9834.3528468686,170.385615795835,72.955299874632,25.1299133156428,30.6215040274812
"127","U_8589","M","FR",6.42301325474807,12201.4107934229,157.079013022125,63.7909608432615,25.8537066114563,36.2080378886335
"128","K_4645","M","FR",12.5835936484279,12421.2337220259,172.735861670788,71.9394002915832,24.1102543285869,42.8517334271562
"129","F_5617","M","PO",5.94155995434163,12220.6475062876,163.535583017314,67.3020519119868,25.1653965376825,28.1556867335361
"130","O_1444","V","PO",3.88372226401927,9982.38068194504,164.956915208303,69.3564755628657,25.4885988883573,26.7372050198633
"131","V_782","V","SP",16.1506848291935,8104.34635896115,167.342148139654,70.8378429279085,25.2961628693338,28.6786965940894
"132","G_9206","M","IT",5.85690198595416,12124.3399611947,170.806322672342,71.0061506631256,24.3381791793123,31.8413606235198
"133","P_3208","V","IT",8.9108660052825,10530.4242332001,161.330174532171,68.6517412404116,26.3766933050115,37.2717569449914
"134","B_7002","V","GE",5.49504125537319,10114.4804921163,164.06603275276,69.8652977915817,25.955186943104,31.3060099457717
"135","L_2761","M","SP",7.67728097474775,10475.8451689812,157.785227742797,63.5789043420831,25.5376162969359,31.4737798580087
"136","S_3962","V","GB",5.24487121450779,10313.7455730997,168.961272664324,72.0938297084073,25.2536264530141,29.3682373300961
"137","E_8001","V","IR",8.49901910849794,10099.524498639,167.170680136907,71.4816551125005,25.5784592676058,32.1271083599166
"138","N_9724","V","IT",10.3215804247968,10233.3565625867,161.579698133069,68.5910998865684,26.2720633181697,36.283050187858
"139","W_7447","M","GE",5.34152418899175,12565.8487474935,168.191582915369,69.6541925748792,24.6228742130662,36.4940085253389
"140","H_4250","M","SP",11.6707624491072,10309.1682966134,157.316183106279,63.4382483025136,25.6332917717364,34.4783923975426
"141","Q_8490","V","SP",2.21813485594038,8251.09565034084,169.613308323308,72.3393993045627,25.1451973067602,29.7148342124246
"142","M_4496","V","PT",6.58372029201568,10498.4727116258,180.854757856201,78.6821812860393,24.0556177588325,32.6050467494378
"143","D_5235","V","SP",8.93806915555953,7997.69441622149,173.517518321689,74.7884769887985,24.8397965161535,32.9775767213998
"144","I_1551","M","GB",10.4829333809556,12428.9310390889,162.941530997803,67.1277162592593,25.2835636833532,34.2731768679756
"145","J_3413","M","BE",7.60047699582358,12366.2567105406,154.901526583493,62.6221679708996,26.0985694640642,32.9329248718493
"146","R_7958","V","PO",9.68839206652701,10394.2104701688,165.596106111788,70.8987469125411,25.8546294949144,35.1740747691834
"147","A_81","V","SP",8.96850933579689,8031.31775527993,181.422941862284,78.9763625974373,23.9945559793521,31.5593901826653
"148","C_3382","V","PT",10.9479312178935,10387.8265634679,179.706012554102,78.3201673439296,24.2520464307439,30.2498614410674
"149","T_5727","M","IR",17.3152201275255,12145.5554068858,157.487890182169,63.3816462077433,25.5546057441292,34.7605438521282
"150","U_6636","V","FR",10.3505494795007,10449.4050028288,172.284120923419,74.0722553727227,24.955430482146,26.3907006819217
"151","K_7190","M","PT",9.80927254548156,12417.6486892611,165.247273409943,67.7709953426225,24.8184845542914,32.3486474391964
"152","F_5952","V","FR",6.70829105322369,10469.766291534,159.213069042214,67.8403213162859,26.7627334205318,34.7687079385687
"153","O_8934","M","IT",9.07617050945699,11834.185184105,147.455790952245,58.6521924202557,26.9749460408649,35.7553742360099
"154","V_9801","M","FR",4.93752419461514,11793.259328308,161.757267602409,65.373954168305,24.9848732040853,29.3498692665724
"155","G_1306","M","IT",15.0347125171059,12411.478259353,145.754061785244,57.931925514522,27.2694658486362,37.0453929418559
"156","P_4391","M","FR",11.2908761433845,11712.7653246105,154.841017867835,62.5229520806411,26.0775892452204,31.9296163275777
"157","B_9611","V","SP",7.56608299237227,7775.37159591681,171.520870445943,74.1227931921078,25.1952013025828,32.6828080184256
"158","L_9053","M","FR",15.2274449166545,12104.9865215305,171.814682719281,71.1721306271332,24.1095674211612,38.8468462430026
"159","S_1949","V","IT",3.15622310619842,10145.7693303219,169.702574030512,72.4271365103515,25.1492162823567,30.840277963578
"160","E_4986","V","PT",10.9709653463483,10251.9536727617,172.33261171662,74.0563449539805,24.9360312767318,31.0930432339338
"161","N_1513","V","FR",4.20110892920142,10225.2905820271,173.350728817543,74.4337164747943,24.7695638837806,30.9796569947439
"162","W_9625","V","IT",14.4820183315125,10399.8992268931,173.958046130703,74.6230878799777,24.6594947384135,29.1149647747754
"163","H_6568","V","FR",13.80064740989,10316.9948618453,165.479337714178,70.5078644990692,25.7483861150539,28.0506868773334
"164","Q_5787","V","PT",6.01645392747106,9990.44667251834,171.364142637191,73.5183945474935,25.0354907942638,30.940148627584
"165","M_7375","M","IT",12.1989908782282,12244.5281481705,165.400599832011,68.3868690896315,24.997614180346,38.7699039502438
"166","D_4429","V","GE",4.79610615256573,10352.2428010423,181.087990520003,79.2163475975116,24.1565837341647,35.5231190544466
"167","I_4963","V","GB",11.1602078043586,9904.91408606118,174.214151016136,74.9195682722659,24.6847315386974,29.0695425990334
"168","J_7916","M","SP",3.54992170509717,10276.1414852287,165.74343411929,68.0649828747741,24.7771342320749,36.9268273595226
"169","R_6517","V","SP",9.06288247027511,8160.93933206549,161.288856123186,68.4641307546997,26.3180904299952,33.8885889185723
"170","A_2450","V","IT",3.37762857657033,10442.5122868085,175.169323777452,75.3321706208125,24.5507279877461,29.8190154918481
"171","C_6433","M","GE",10.4333399522204,12396.0268170457,156.423188164421,63.5670884026271,25.979456013361,40.32409357547
"172","T_3325","V","IT",9.66539704667293,10604.8526500255,162.663553687947,69.3225188896781,26.199549438506,28.3272691390575
"173","U_9571","M","GE",9.17256939831694,12443.5464719018,161.247837020499,65.5656683029216,25.2167258453387,34.195670513205
"174","K_7589","M","GE",12.0884728610698,12055.53879642,163.903292928421,67.1660809693871,25.0019942412588,36.5829277949649
"175","F_4773","V","GB",8.73794695699059,10231.8183213596,156.939870431266,66.2688599120905,26.9056147619671,29.8838313965913
"176","O_2719","M","FR",12.9532066637239,12408.9436508643,171.913592681546,71.4773522438115,24.1851075867865,34.7867611079175
"177","V_6297","V","GB",7.33066153296757,10382.103935037,166.044581600718,70.7193208906777,25.6500765277496,27.0309034499753
"178","G_4802","V","GB",10.5853768723769,10725.1332228561,163.699290390967,69.8773100431754,26.0760968043822,33.7386216621517
"179","P_7839","M","IT",5.95665764265375,12507.320865961,142.306399264684,55.4916607936763,27.4017855362234,29.455323329298
"180","B_1837","V","SP",3.25989376237957,8081.94714312228,182.066827857746,79.1202144789234,23.8685372510586,32.182849617844
"181","L_6663","M","GB",6.35686760828756,12170.9311630241,165.685135671013,67.7604930112143,24.6836546585022,31.1078795838039
"182","S_4265","V","FR",7.96480562774727,10152.5313206026,172.748302242914,74.9465901355799,25.1144864927456,32.3762097418574
"183","E_1314","V","PT",16.4935393980864,10487.8337338682,171.802267564236,73.6236791048099,24.9436344227407,34.5822070997962
"184","N_7912","V","SP",3.44105963839999,8197.0780152701,175.359044632981,75.9773489466868,24.7074425544417,32.773962939582
"185","W_1679","M","IT",12.3687471834083,12550.1134545198,150.406913836976,59.7828913573255,26.4266014642848,37.4965280977698
"186","H_4184","V","GE",14.6814988308807,10422.7965424598,168.871570855122,71.9686572831516,25.2365691711014,31.822008762344
"187","Q_6685","V","IT",7.56553379396602,10279.6740885155,170.234479060301,73.1367810953827,25.2371779543483,29.5223163439695
"188","M_6474","V","PT",14.5508796383226,10276.7808332077,163.170090264047,69.7413480936128,26.1944467640095,33.3989025204539
"189","D_1408","V","IT",9.38967656829479,9832.92196516256,160.112570350296,67.7972185705823,26.4460623819177,35.4850260106486
"190","I_9111","V","GE",8.25059443652491,10466.3596039638,164.569603299936,70.4753460867398,26.0218382346617,38.1365899516153
"191","J_5100","M","FR",13.3715812362902,12113.5275394554,158.464146602828,64.1132318432909,25.5320471208104,33.4813166248334
"192","R_3707","V","SP",2.68396542299511,8176.95232586256,171.674664069472,73.9121674208412,25.0786136728211,29.2872391954916
"193","A_9627","M","SP",3.82071729220427,10373.6407080182,162.094900034476,66.2887678973242,25.22907019202,28.8446991702954
"194","C_8417","M","FR",13.3126327164107,12325.0980013698,158.214407798768,64.635487589531,25.8213514798865,34.1335237100883
"195","T_3612","V","IR",11.4536568646769,10344.4966004854,171.121260914027,73.2345965823654,25.0096923944267,32.6260738273436
"196","U_7","M","PO",6.01574699429235,12373.149986037,173.378311481039,72.390242363968,24.0818857966264,38.0754019010927
"197","K_3236","V","SP",8.83015619097725,8371.85304766362,160.045426365872,67.6427952722542,26.407969548458,31.3925431967482
"198","F_7851","M","SP",8.77892863692484,10168.7058666242,146.564043108271,58.0846011094888,27.0399657639624,40.2388398720814
"199","O_5198","V","SP",17.928176428334,8134.34928280881,169.821498098306,72.7646251888309,25.2310289069886,27.2629800176233
"200","V_212","M","SP",14.108707721781,10400.7383974514,164.836391273731,67.9277861024097,25.0000722762444,38.1927472023095
"201","G_8254","M","IT",18.4927120853654,12275.9902120894,159.427967198335,64.5708098139282,25.4042990177758,32.0784490527735
"202","P_387","M","IR",7.40789005280325,12481.0406344727,168.302122794857,68.8514044290321,24.307126203953,31.8401743848695
"203","B_5502","V","SP",9.39269667621679,8478.76017781351,178.328069574163,77.0290622196589,24.2222897010766,30.845397697491
"204","L_1453","M","SP",4.43949196498504,10172.7269826974,157.283241006594,63.7484194350012,25.7694127673167,35.6914086011824
"205","S_954","M","PT",7.90267969745703,12452.5453630768,164.868208774536,67.8803682178026,24.9729789111941,34.0673659325637
"206","E_5498","V","PT",4.46930624361646,10463.4156345334,159.280452365588,67.6411693990183,26.6615961831657,29.5188646097233
"207","N_3303","V","GB",3.16785332973192,10484.82435362,181.067755221201,78.2767775768148,23.8754026082445,30.2365063091307
"208","W_1651","M","SP",3.76261489497919,10155.8202772849,152.173895414478,60.1902836355218,25.9923815677779,34.5828551076892
"209","H_5839","M","GB",20.6647840561129,12182.1549011816,166.990910988104,68.7938608255479,24.6697083721412,31.9374934401621
"210","Q_2329","M","IT",8.59445051356728,12435.6518444992,154.308010931282,61.9995929134918,26.0382559490474,34.2181684743664
"211","M_3833","M","IT",10.1375950350628,11922.5840181535,151.637936276838,60.5315310096574,26.3248513839193,32.5116712027784
"212","D_146","M","SP",5.21610635949573,10153.9681704309,163.798352116659,67.3388137339495,25.0984212919468,36.9619189409762
"213","I_2246","V","IT",11.6191779198127,10172.9644318394,164.313250855505,69.6604132090317,25.8012573277893,31.8257263185916
"214","J_44","V","SP",4.56439450410966,8353.55041866161,175.245779649133,76.7433707902574,24.9888192085231,33.5863655403169
"215","R_744","M","GE",9.41558590528906,11888.1942973569,158.713388596697,64.3069161578616,25.5288090694383,37.2672842170775
"216","A_4566","M","IR",9.40233064369274,12253.5510065279,167.323558034301,69.4686682327662,24.8127437905937,36.3105433014622
"217","C_4323","M","IT",5.35540299797634,12342.8982643253,174.250896936958,72.6806937497705,23.9369614050789,39.0291080319441
"218","T_2616","M","GB",17.5954104060625,12688.0743461258,159.905108547576,64.4893718536132,25.2210678061608,29.1997690938949
"219","U_3747","M","IT",8.91750291193277,11737.696716767,165.188555989326,68.0499611346741,24.9383644800166,34.6749832687813
"220","K_3913","V","IT",5.77501684503277,10336.3165397629,171.92590873168,74.4694348980422,25.1938999997225,30.204920294644
"221","F_4335","V","PT",7.5291211096217,10160.4982419561,176.609333957912,77.0643984047747,24.7073681872481,36.5902780409244
"222","O_4018","V","PT",6.38775697385042,10582.7207474945,174.50102166757,74.8410659279229,24.5778571842302,31.2359977244825
"223","V_8775","M","IT",17.8490935886377,12722.7574201048,166.118893438996,68.4898461852382,24.8192201816771,32.8795828382586
"224","G_5506","M","IT",14.2969950385712,11943.3477036383,164.60478551337,67.2569202746104,24.8228739816742,39.0953938479435
"225","P_5999","V","GB",14.6005417312836,10008.5900791615,174.124264630337,75.2202923192249,24.8094094241371,29.9999514657808
"226","B_3931","V","PT",6.93748521435129,10469.3216049188,177.525978508689,76.6694611733686,24.3275615957777,31.9546364884343
"227","L_5634","M","IT",10.6548135493847,12255.8476343395,156.21845761969,63.3942712480357,25.976780374008,33.3276269160777
"228","S_6179","M","SP",4.96595418734868,9973.86902634657,162.371729144115,66.4625853238412,25.2090453531351,35.5003590181675
"229","E_4975","M","SP",5.62016643151559,10211.627029529,170.950221445927,70.5032342393243,24.1251323577093,35.4890071036163
"230","N_753","V","SP",1.59943630515729,8365.2279253885,171.842640647636,73.2337535233765,24.7998708171385,23.6439763006754
"231","W_9647","V","IR",8.86283912311947,10339.8053692357,165.183512607813,70.4304039751293,25.812304828667,29.0782865039402
"232","H_3103","V","GB",16.0920025042133,9976.01070128464,174.634204001444,75.3989417104927,24.723311015318,30.9195509348424
"233","Q_6432","M","PT",6.62833052694844,12350.7322620563,165.61885983504,67.9437702027604,24.7702312555845,33.5966536098844
